threads,connections,rps,tps,t_latency_avg,t_latency_stdev,t_latency_max,t_latency_stdev,t_rps_avg,t_rps_stdev,t_rps_max,t_rps_stdev
1,1,5290.01,1.27MB,549.51us,1.04ms,13.22ms,90.10%,5.31k,1.42k,9.69k,72.00%
