threads,connections,rps,tps,t_latency_avg,t_latency_stdev,t_latency_max,t_latency_stdev,t_rps_avg,t_rps_stdev,t_rps_max,t_rps_stdev
1,1,5831.82,1.40MB,536.68us,1.05ms,10.86ms,90.21%,5.85k,1.70k,10.41k,71.00%
